Timestamp_s,Voltage_pu,Frequency_Hz,TotalGen_MW,TotalLoad_MW,SolarGen_MW,WindGen_MW,BESS_SOC_Pct,BESS_Power_MW,EVDemand_MW,GridHealthIndex_Pct,ControllerState,FaultCode,AI_AnomalyScore
5.9,1.05,60.01,8.3,8.1,0.8,3,74.916666666667,2.5,3.5,80,EMERGENCY,10,0.85
6,1.05,60.01,8.3,8.1,0.8,3,74.9152777777781,2.5,3.5,80,EMERGENCY,10,0.85
6.1,1.05,60.01,8.3,8.1,0.8,3,74.9138888888893,2.5,3.5,80,EMERGENCY,10,0.85
6.2,1.05,60.01,8.3,8.1,0.8,3,74.9125000000004,2.5,3.5,80,EMERGENCY,10,0.85
6.3,1.05,60.01,8.3,8.1,0.8,3,74.9111111111115,2.5,3.5,80,EMERGENCY,10,0.85
6.4,1.05,60.01,8.3,8.1,0.8,3,74.9097222222226,2.5,3.5,80,EMERGENCY,10,0.85
6.5,1.05,60.01,8.3,8.1,0.8,3,74.9083333333337,2.5,3.5,80,EMERGENCY,10,0.85
6.6,1.05,60.01,8.3,8.1,0.8,3,74.9069444444448,2.5,3.5,80,EMERGENCY,10,0.85
6.7,1.05,60.01,8.3,8.1,0.8,3,74.905555555556,2.5,3.5,80,EMERGENCY,10,0.85
6.8,1.05,60.01,8.3,8.1,0.8,3,74.9041666666671,2.5,3.5,80,EMERGENCY,10,0.85
6.9,1.05,60.01,8.3,8.1,0.8,3,74.9027777777782,2.5,3.5,80,EMERGENCY,10,0.85
7,1.05,60.01,8.3,8.1,0.8,3,74.9013888888893,2.5,3.5,80,EMERGENCY,10,0.85
7.1,1.05,60.01,8.3,8.1,0.8,3,74.9000000000004,2.5,3.5,80,EMERGENCY,10,0.85
7.2,1.05,60.01,8.3,8.1,0.8,3,74.8986111111115,2.5,3.5,80,EMERGENCY,10,0.85
7.3,1.05,60.01,8.3,8.1,0.8,3,74.8972222222227,2.5,3.5,80,EMERGENCY,10,0.85
7.4,1.05,60.01,8.3,8.1,0.8,3,74.8958333333338,2.5,3.5,80,EMERGENCY,10,0.85
7.5,1.05,60.01,8.3,8.1,0.8,3,74.8944444444449,2.5,3.5,80,EMERGENCY,10,0.85
7.6,1.05,60.01,8.3,8.1,0.8,3,74.893055555556,2.5,3.5,80,EMERGENCY,10,0.85
7.7,1.05,60.01,8.3,8.1,0.8,3,74.8916666666671,2.5,3.5,80,EMERGENCY,10,0.85
7.8,1.05,60.01,8.3,8.1,0.8,3,74.8902777777783,2.5,3.5,80,EMERGENCY,10,0.85
7.9,1.05,60.01,8.3,8.1,0.8,3,74.8888888888894,2.5,3.5,80,EMERGENCY,10,0.85
8,1.05,60.01,8.3,8.1,0.8,3,74.8875000000005,2.5,3.5,80,EMERGENCY,10,0.85
8.1,1.05,60.01,8.3,8.1,0.8,3,74.8861111111116,2.5,3.5,80,EMERGENCY,10,0.85
8.2,1.05,60.01,8.3,8.1,0.8,3,74.8847222222227,2.5,3.5,80,EMERGENCY,10,0.85
8.3,1.05,60.01,8.3,8.1,0.8,3,74.8833333333338,2.5,3.5,80,EMERGENCY,10,0.85
8.4,1.05,60.01,8.3,8.1,0.8,3,74.881944444445,2.5,3.5,80,EMERGENCY,10,0.85
8.5,1.05,60.01,8.3,8.1,0.8,3,74.8805555555561,2.5,3.5,80,EMERGENCY,10,0.85
8.6,1.05,60.01,8.3,8.1,0.8,3,74.8791666666672,2.5,3.5,80,EMERGENCY,10,0.85
8.7,1.05,60.01,8.3,8.1,0.8,3,74.8777777777783,2.5,3.5,80,EMERGENCY,10,0.85
8.8,1.05,60.01,8.3,8.1,0.8,3,74.8763888888894,2.5,3.5,80,EMERGENCY,10,0.85
8.9,1.05,60.01,8.3,8.1,0.8,3,74.8750000000005,2.5,3.5,80,EMERGENCY,10,0.85
9,1.05,60.01,8.3,8.1,0.8,3,74.8736111111117,2.5,3.5,80,EMERGENCY,10,0.85
9.1,1.05,60.01,8.3,8.1,0.8,3,74.8722222222228,2.5,3.5,80,EMERGENCY,10,0.85
9.2,1.05,60.01,8.3,8.1,0.8,3,74.8708333333339,2.5,3.5,80,EMERGENCY,10,0.85
9.3,1.05,60.01,8.3,8.1,0.8,3,74.869444444445,2.5,3.5,80,EMERGENCY,10,0.85
9.4,1.05,60.01,8.3,8.1,0.8,3,74.8680555555561,2.5,3.5,80,EMERGENCY,10,0.85
9.5,1.05,60.01,8.3,8.1,0.8,3,74.8666666666672,2.5,3.5,80,EMERGENCY,10,0.85
9.6,1.05,60.01,8.3,8.1,0.8,3,74.8652777777784,2.5,3.5,80,EMERGENCY,10,0.85
9.7,1.05,60.01,8.3,8.1,0.8,3,74.8638888888895,2.5,3.5,80,EMERGENCY,10,0.85
9.8,1.05,60.01,8.3,8.1,0.8,3,74.8625000000006,2.5,3.5,80,EMERGENCY,10,0.85
9.9,1.05,60.01,8.3,8.1,0.8,3,74.8611111111117,2.5,3.5,80,EMERGENCY,10,0.85
10,1.05,60.01,8.3,8.1,0.8,3,74.8597222222228,2.5,3.5,80,EMERGENCY,10,0.85
10.1,1.05,60.01,8.3,8.1,0.8,3,74.8583333333339,2.5,3.5,80,EMERGENCY,10,0.85
10.2,1.05,60.01,8.3,8.1,0.8,3,74.8569444444451,2.5,3.5,80,EMERGENCY,10,0.85
10.3,1.05,60.01,8.3,8.1,0.8,3,74.8555555555562,2.5,3.5,80,EMERGENCY,10,0.85
10.4,1.05,60.01,8.3,8.1,0.8,3,74.8541666666673,2.5,3.5,80,EMERGENCY,10,0.85
10.5,1.05,60.01,8.3,8.1,0.8,3,74.8527777777784,2.5,3.5,80,EMERGENCY,10,0.85
10.6,1.05,60.01,8.3,8.1,0.8,3,74.8513888888895,2.5,3.5,80,EMERGENCY,10,0.85
10.7,1.05,60.01,8.3,8.1,0.8,3,74.8500000000006,2.5,3.5,80,EMERGENCY,10,0.85
10.8,1.05,60.01,8.3,8.1,0.8,3,74.8486111111118,2.5,3.5,80,EMERGENCY,10,0.85
10.9,1.05,60.01,8.3,8.1,0.8,3,74.8472222222229,2.5,3.5,80,EMERGENCY,10,0.85
11,1.05,60.01,8.3,8.1,0.8,3,74.845833333334,2.5,3.5,80,EMERGENCY,10,0.85
11.1,1.05,60.01,8.3,8.1,0.8,3,74.8444444444451,2.5,3.5,80,EMERGENCY,10,0.85
11.2,1.05,60.01,8.3,8.1,0.8,3,74.8430555555562,2.5,3.5,80,EMERGENCY,10,0.85
11.3,1.05,60.01,8.3,8.1,0.8,3,74.8416666666674,2.5,3.5,80,EMERGENCY,10,0.85
11.4,1.05,60.01,8.3,8.1,0.8,3,74.8402777777785,2.5,3.5,80,EMERGENCY,10,0.85
11.5,1.05,60.01,8.3,8.1,0.8,3,74.8388888888896,2.5,3.5,80,EMERGENCY,10,0.85
11.6,1.05,60.01,8.3,8.1,0.8,3,74.8375000000007,2.5,3.5,80,EMERGENCY,10,0.85
11.7,1.05,60.01,8.3,8.1,0.8,3,74.8361111111118,2.5,3.5,80,EMERGENCY,10,0.85
11.8,1.05,60.01,8.3,8.1,0.8,3,74.8347222222229,2.5,3.5,80,EMERGENCY,10,0.85
11.9,1.05,60.01,8.3,8.1,0.8,3,74.8333333333341,2.5,3.5,80,EMERGENCY,10,0.85
12,1.05,60.01,8.3,8.1,0.8,3,74.8319444444452,2.5,3.5,80,EMERGENCY,10,0.85
12.1,1.05,60.01,8.3,8.1,0.8,3,74.8305555555563,2.5,3.5,80,EMERGENCY,10,0.85
12.2,1.05,60.01,8.3,8.1,0.8,3,74.8291666666674,2.5,3.5,80,EMERGENCY,10,0.85
12.3,1.05,60.01,8.3,8.1,0.8,3,74.8277777777785,2.5,3.5,80,EMERGENCY,10,0.85
12.4,1.05,60.01,8.3,8.1,0.8,3,74.8263888888896,2.5,3.5,80,EMERGENCY,10,0.85
12.5,1.05,60.01,8.3,8.1,0.8,3,74.8250000000008,2.5,3.5,80,EMERGENCY,10,0.85
12.6,1.05,60.01,8.3,8.1,0.8,3,74.8236111111119,2.5,3.5,80,EMERGENCY,10,0.85
12.7,1.05,60.01,8.3,8.1,0.8,3,74.822222222223,2.5,3.5,80,EMERGENCY,10,0.85
12.8,1.05,60.01,8.3,8.1,0.8,3,74.8208333333341,2.5,3.5,80,EMERGENCY,10,0.85
12.9,1.05,60.01,8.3,8.1,0.8,3,74.8194444444452,2.5,3.5,80,EMERGENCY,10,0.85
13,1.05,60.01,8.3,8.1,0.8,3,74.8180555555563,2.5,3.5,80,EMERGENCY,10,0.85
13.1,1.05,60.01,8.3,8.1,0.8,3,74.8166666666675,2.5,3.5,80,EMERGENCY,10,0.85
13.2,1.05,60.01,8.3,8.1,0.8,3,74.8152777777786,2.5,3.5,80,EMERGENCY,10,0.85
13.3,1.05,60.01,8.3,8.1,0.8,3,74.8138888888897,2.5,3.5,80,EMERGENCY,10,0.85
13.4,1.05,60.01,8.3,8.1,0.8,3,74.8125000000008,2.5,3.5,80,EMERGENCY,10,0.85
13.5,1.05,60.01,8.3,8.1,0.8,3,74.8111111111119,2.5,3.5,80,EMERGENCY,10,0.85
13.6,1.05,60.01,8.3,8.1,0.8,3,74.809722222223,2.5,3.5,80,EMERGENCY,10,0.85
13.7,1.05,60.01,8.3,8.1,0.8,3,74.8083333333342,2.5,3.5,80,EMERGENCY,10,0.85
13.8,1.05,60.01,8.3,8.1,0.8,3,74.8069444444453,2.5,3.5,80,EMERGENCY,10,0.85
13.9,1.05,60.01,8.3,8.1,0.8,3,74.8055555555564,2.5,3.5,80,EMERGENCY,10,0.85
14,1.05,60.01,8.3,8.1,0.8,3,74.8041666666675,2.5,3.5,80,EMERGENCY,10,0.85
14.1,1.05,60.01,8.3,8.1,0.8,3,74.8027777777786,2.5,3.5,80,EMERGENCY,10,0.85
14.2,1.05,60.01,8.3,8.1,0.8,3,74.8013888888897,2.5,3.5,80,EMERGENCY,10,0.85
14.3,1.05,60.01,8.3,8.1,0.8,3,74.8000000000009,2.5,3.5,80,EMERGENCY,10,0.85
14.4,1.05,60.01,8.3,8.1,0.8,3,74.798611111112,2.5,3.5,80,EMERGENCY,10,0.85
14.5,1.05,60.01,8.3,8.1,0.8,3,74.7972222222231,2.5,3.5,80,EMERGENCY,10,0.85
14.6,1.05,60.01,8.3,8.1,0.8,3,74.7958333333342,2.5,3.5,80,EMERGENCY,10,0.85
14.7,1.05,60.01,8.3,8.1,0.8,3,74.7944444444453,2.5,3.5,80,EMERGENCY,10,0.85
14.8,1.05,60.01,8.3,8.1,0.8,3,74.7930555555564,2.5,3.5,80,EMERGENCY,10,0.85
14.9,1.05,60.01,8.3,8.1,0.8,3,74.7916666666676,2.5,3.5,80,EMERGENCY,10,0.85
15,1.00445,60,11.37,11.37,2.5,3,74.7902777777787,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.1,1.00445,60,11.37,11.37,2.5,3,74.7888888888898,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.2,1.00445,60,11.37,11.37,2.5,3,74.7875000000009,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.3,1.00445,60,11.37,11.37,2.5,3,74.786111111112,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.4,1.00445,60,11.37,11.37,2.5,3,74.7847222222232,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.5,1.00445,60,11.37,11.37,2.5,3,74.7833333333343,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.6,1.00445,60,11.37,11.37,2.5,3,74.7819444444454,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.7,1.00445,60,11.37,11.37,2.5,3,74.7805555555565,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.8,1.00445,60,11.37,11.37,2.5,3,74.7791666666676,2.5,1.8,84.5,DISTURBANCE,10,0.85
15.9,1.00445,60,11.37,11.37,2.5,3,74.7777777777787,2.5,1.8,84.5,DISTURBANCE,10,0.85
16,1.00445,60,11.37,11.37,2.5,3,74.7763888888899,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.1,1.00445,60,11.37,11.37,2.5,3,74.775000000001,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.2,1.00445,60,11.37,11.37,2.5,3,74.7736111111121,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.3,1.00445,60,11.37,11.37,2.5,3,74.7722222222232,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.4,1.00445,60,11.37,11.37,2.5,3,74.7708333333343,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.5,1.00445,60,11.37,11.37,2.5,3,74.7694444444454,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.6,1.00445,60,11.37,11.37,2.5,3,74.7680555555566,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.7,1.00445,60,11.37,11.37,2.5,3,74.7666666666677,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.8,1.00445,60,11.37,11.37,2.5,3,74.7652777777788,2.5,1.8,84.5,DISTURBANCE,10,0.85
16.9,1.00445,60,11.37,11.37,2.5,3,74.7638888888899,2.5,1.8,84.5,DISTURBANCE,10,0.85
17,1.00445,60,11.37,11.37,2.5,3,74.762500000001,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.1,1.00445,60,11.37,11.37,2.5,3,74.7611111111121,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.2,1.00445,60,11.37,11.37,2.5,3,74.7597222222233,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.3,1.00445,60,11.37,11.37,2.5,3,74.7583333333344,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.4,1.00445,60,11.37,11.37,2.5,3,74.7569444444455,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.5,1.00445,60,11.37,11.37,2.5,3,74.7555555555566,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.6,1.00445,60,11.37,11.37,2.5,3,74.7541666666677,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.7,1.00445,60,11.37,11.37,2.5,3,74.7527777777788,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.8,1.00445,60,11.37,11.37,2.5,3,74.75138888889,2.5,1.8,84.5,DISTURBANCE,10,0.85
17.9,1.00445,60,11.37,11.37,2.5,3,74.7500000000011,2.5,1.8,84.5,DISTURBANCE,10,0.85
18,1.00445,60,11.37,11.37,2.5,3,74.7486111111122,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.1,1.00445,60,11.37,11.37,2.5,3,74.7472222222233,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.2,1.00445,60,11.37,11.37,2.5,3,74.7458333333344,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.3,1.00445,60,11.37,11.37,2.5,3,74.7444444444455,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.4,1.00445,60,11.37,11.37,2.5,3,74.7430555555567,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.5,1.00445,60,11.37,11.37,2.5,3,74.7416666666678,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.6,1.00445,60,11.37,11.37,2.5,3,74.7402777777789,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.7,1.00445,60,11.37,11.37,2.5,3,74.73888888889,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.8,1.00445,60,11.37,11.37,2.5,3,74.7375000000011,2.5,1.8,84.5,DISTURBANCE,10,0.85
18.9,1.00445,60,11.37,11.37,2.5,3,74.7361111111123,2.5,1.8,84.5,DISTURBANCE,10,0.85
19,1.00445,60,11.37,11.37,2.5,3,74.7347222222234,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.1,1.00445,60,11.37,11.37,2.5,3,74.7333333333345,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.2,1.00445,60,11.37,11.37,2.5,3,74.7319444444456,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.3,1.00445,60,11.37,11.37,2.5,3,74.7305555555567,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.4,1.00445,60,11.37,11.37,2.5,3,74.7291666666678,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.5,1.00445,60,11.37,11.37,2.5,3,74.727777777779,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.6,1.00445,60,11.37,11.37,2.5,3,74.7263888888901,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.7,1.00445,60,11.37,11.37,2.5,3,74.7250000000012,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.8,1.00445,60,11.37,11.37,2.5,3,74.7236111111123,2.5,1.8,84.5,DISTURBANCE,10,0.85
19.9,1.00445,60,11.37,11.37,2.5,3,74.7222222222234,2.5,1.8,84.5,DISTURBANCE,10,0.85
20,1.00445,60,11.37,11.37,2.5,3,74.7208333333345,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.1,1.00445,60,11.37,11.37,2.5,3,74.7194444444457,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.2,1.00445,60,11.37,11.37,2.5,3,74.7180555555568,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.3,1.00445,60,11.37,11.37,2.5,3,74.7166666666679,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.4,1.00445,60,11.37,11.37,2.5,3,74.715277777779,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.5,1.00445,60,11.37,11.37,2.5,3,74.7138888888901,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.6,1.00445,60,11.37,11.37,2.5,3,74.7125000000012,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.7,1.00445,60,11.37,11.37,2.5,3,74.7111111111124,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.8,1.00445,60,11.37,11.37,2.5,3,74.7097222222235,2.5,1.8,84.5,DISTURBANCE,10,0.85
20.9,1.00445,60,11.37,11.37,2.5,3,74.7083333333346,2.5,1.8,84.5,DISTURBANCE,10,0.85
21,1.00445,60,11.37,11.37,2.5,3,74.7069444444457,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.1,1.00445,60,11.37,11.37,2.5,3,74.7055555555568,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.2,1.00445,60,11.37,11.37,2.5,3,74.7041666666679,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.3,1.00445,60,11.37,11.37,2.5,3,74.7027777777791,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.4,1.00445,60,11.37,11.37,2.5,3,74.7013888888902,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.5,1.00445,60,11.37,11.37,2.5,3,74.7000000000013,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.6,1.00445,60,11.37,11.37,2.5,3,74.6986111111124,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.7,1.00445,60,11.37,11.37,2.5,3,74.6972222222235,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.8,1.00445,60,11.37,11.37,2.5,3,74.6958333333346,2.5,1.8,84.5,DISTURBANCE,10,0.85
21.9,1.00445,60,11.37,11.37,2.5,3,74.6944444444458,2.5,1.8,84.5,DISTURBANCE,10,0.85
22,1.00445,60,11.37,11.37,2.5,3,74.6930555555569,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.1,1.00445,60,11.37,11.37,2.5,3,74.691666666668,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.2,1.00445,60,11.37,11.37,2.5,3,74.6902777777791,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.3,1.00445,60,11.37,11.37,2.5,3,74.6888888888902,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.4,1.00445,60,11.37,11.37,2.5,3,74.6875000000014,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.5,1.00445,60,11.37,11.37,2.5,3,74.6861111111125,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.6,1.00445,60,11.37,11.37,2.5,3,74.6847222222236,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.7,1.00445,60,11.37,11.37,2.5,3,74.6833333333347,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.8,1.00445,60,11.37,11.37,2.5,3,74.6819444444458,2.5,1.8,84.5,DISTURBANCE,10,0.85
22.9,1.00445,60,11.37,11.37,2.5,3,74.6805555555569,2.5,1.8,84.5,DISTURBANCE,10,0.85
23,1.00445,60,11.37,11.37,2.5,3,74.6791666666681,2.5,1.8,84.5,DISTURBANCE,10,0.85
23.1,1.00445,60,11.37,11.37,2.5,3,74.6777777777792,2.5,1.8,84.5,DISTURBANCE,10,0.85
23.2,1.00445,60,11.37,11.37,2.5,3,74.6763888888903,2.5,1.8,84.5,DISTURBANCE,10,0.85
